pressure_ratio,TIT_K,feasible,fuel_kg_min,air_kg_s,hole_radius_scale,hole_area_mm2,nozzle_radius_mm
1.038,807.9821478095383,False,1.8647827425005457,1.9779270881749638,inf,inf,100.2722478374356
1.038,814.773260651177,False,1.840893691784059,1.9288113886219656,inf,inf,99.18195064175524
1.038,821.5643734928155,False,1.818376432086097,1.882288862666385,inf,inf,98.13862214131818
1.038,828.3554863344542,False,1.7971233406066238,1.838157543276313,inf,inf,97.13911529070144
1.038,835.1465991760929,False,1.7770377206118804,1.7962359397373822,inf,inf,96.1805669817025
1.038,841.9377120177315,False,1.7580324500351767,1.7563605058502527,inf,inf,95.26036607875265
1.038,848.7288248593702,False,1.7400288257898366,1.7183834747554283,inf,inf,94.37612573695694
1.038,855.5199377010088,False,1.7229555715075537,1.6821709999041063,inf,inf,93.5256593413858
1.038,862.3110505426475,False,1.706747982362275,1.647601552833875,inf,inf,92.70695952129662
1.038,869.1021633842861,False,1.6913471853820699,1.614564537291736,inf,inf,91.91817978585145
1.038,875.8932762259248,False,1.6766994974548932,1.5829590863713088,inf,inf,91.15761840330988
1.038,882.6843890675634,False,1.662755866299519,1.5526930150737148,inf,inf,90.42370420715679
1.038,889.475501909202,False,1.6494713821577187,1.523681905355644,inf,inf,89.7149840630534
1.038,896.2666147508407,False,1.6368048499856582,1.4958483045161894,inf,inf,89.0301117719794
1.038,903.0577275924793,False,1.624718413577212,1.4691210208733356,inf,inf,88.3678382192666
1.038,909.848840434118,False,1.613177224410607,1.4434345032265004,inf,inf,87.72700260770866
1.038,916.6399532757566,False,1.602149149131595,1.418728292702413,inf,inf,87.10652463670793
1.038,923.4310661173952,False,1.5916045105144279,1.3949465373207959,inf,inf,86.50539750927713
1.038,930.222178959034,False,1.5815158575145727,1.3720375610633946,inf,inf,85.92268166542286
1.038,937.0132918006725,False,1.5718577606723474,1.3499534804380275,inf,inf,85.35749915453533
1.038,943.8044046423112,False,1.5626066296651526,1.3286498625394942,inf,inf,84.80902857125997
1.038,950.5955174839498,False,1.553740550261385,1.308085419460781,inf,inf,84.2765004894802
1.038,957.3866303255885,False,1.5452391383112112,1.2882217346243594,inf,inf,83.7591933376157
1.038,964.1777431672272,False,1.5370834087323273,1.2690230172092267,inf,inf,83.25642966574713
